ID;DATUM;TYZDEN;C_1;C_2;C_3;C_4;C_5;C_6;C_7;C_8;C_9;C_10;C_11;C_12;C_13;C_14;C_15;C_16;C_17;C_18;C_19;C_20
8077;6.5.2021;18;64;11;24;58;8;39;13;43;63;71;19;10;31;73;70;68;55;74;40;72
8078;7.5.2021;18;38;57;27;73;30;79;26;75;62;59;56;23;43;24;50;15;5;7;39;36
8079;8.5.2021;18;59;53;47;55;75;5;33;64;57;46;60;50;71;49;7;30;36;68;22;23
8080;9.5.2021;18;58;75;61;42;54;50;45;53;37;80;62;17;49;27;12;19;70;73;77;25
8081;10.5.2021;19;9;25;45;29;13;30;47;37;61;39;44;64;63;55;5;70;33;28;54;15
8082;11.5.2021;19;20;44;73;66;72;34;79;80;70;47;60;58;10;46;55;62;59;69;53;37
8083;12.5.2021;19;48;3;36;5;54;33;65;6;47;66;72;58;57;49;26;29;62;14;71;35
8084;13.5.2021;19;5;74;12;6;43;28;53;16;31;7;72;10;34;58;41;47;49;76;35;54
8085;14.5.2021;19;64;3;67;52;32;69;45;53;36;14;15;34;50;73;65;38;39;51;10;20
8086;15.5.2021;19;38;51;74;42;75;26;56;71;37;76;2;54;17;61;25;11;58;78;14;34
8087;16.5.2021;19;31;4;22;42;30;47;72;17;48;26;71;68;51;46;11;21;24;76;1;33
8088;17.5.2021;20;41;5;63;69;13;12;25;37;62;49;26;59;19;43;21;33;14;76;65;46
8089;18.5.2021;20;19;4;36;65;55;14;10;48;25;44;38;66;71;21;53;77;74;59;51;57
8090;19.5.2021;20;5;44;65;27;53;6;7;37;29;67;71;77;70;20;40;52;33;39;38;8
8091;20.5.2021;20;16;37;30;61;51;72;47;6;25;15;56;64;18;9;46;24;67;23;29;60
8092;21.5.2021;20;27;7;32;65;78;37;23;6;15;39;30;2;46;54;51;9;10;34;12;48
8093;22.5.2021;20;49;14;42;5;22;1;39;66;70;56;78;43;54;35;61;6;20;80;76;71
8094;23.5.2021;20;70;59;50;71;51;40;68;60;22;35;25;46;75;23;6;67;30;11;69;13
8095;24.5.2021;21;32;52;77;74;47;41;14;45;55;24;76;72;19;62;56;27;65;25;70;66
8096;25.5.2021;21;1;48;72;75;12;41;31;79;10;78;14;37;39;56;36;42;45;2;17;69
8097;26.5.2021;21;19;7;21;74;45;76;8;9;56;15;25;35;71;26;57;27;28;2;53;69
8098;27.5.2021;21;28;62;33;2;29;65;70;42;75;66;76;63;53;49;23;41;19;9;38;32
8099;28.5.2021;21;46;36;29;7;59;26;43;23;51;74;15;31;8;22;33;28;45;69;20;80
8100;29.5.2021;21;76;53;17;58;69;80;33;19;24;73;71;74;21;16;28;66;63;12;61;60
8101;30.5.2021;21;52;72;70;1;76;5;53;68;75;61;49;29;57;20;34;39;58;43;56;3
8102;31.5.2021;22;14;55;58;49;64;28;77;24;30;19;50;80;20;22;18;35;44;40;59;15
8103;1.6.2021;22;27;31;62;75;73;42;65;55;36;66;8;47;46;12;72;77;63;57;37;69
8104;2.6.2021;22;44;33;64;57;23;51;41;15;58;10;55;16;37;50;20;17;35;46;71;70
8105;3.6.2021;22;68;44;65;51;46;80;7;42;77;24;60;2;23;15;71;1;29;58;5;64
8106;4.6.2021;22;15;52;50;27;36;76;56;35;3;31;39;72;67;12;16;26;47;75;8;30
8107;5.6.2021;22;42;38;21;16;5;29;1;33;22;19;74;56;73;48;10;20;63;8;67;55
8108;6.6.2021;22;28;14;47;74;32;48;39;61;8;43;29;5;41;67;59;79;64;10;75;73
8109;7.6.2021;23;50;37;73;24;17;54;38;42;41;55;22;6;20;66;34;7;11;74;15;9
8110;8.6.2021;23;78;54;7;52;45;77;50;31;10;69;74;27;33;30;36;55;17;79;62;32
8111;9.6.2021;23;38;26;19;35;54;44;40;21;37;52;66;39;12;3;43;51;61;62;65;14
8112;10.6.2021;23;27;63;29;52;48;78;4;7;32;66;2;79;67;62;39;22;76;6;42;3
8113;11.6.2021;23;54;61;69;51;45;55;66;47;43;79;13;50;12;35;80;19;53;46;5;63
8114;12.6.2021;23;29;26;79;19;57;40;70;76;49;77;38;14;50;21;25;43;55;74;73;37
8115;13.6.2021;23;64;6;61;79;41;37;53;42;47;48;71;72;25;77;78;24;21;44;58;7
8116;14.6.2021;24;67;76;43;30;40;34;5;78;44;12;8;71;36;14;79;80;38;2;18;72
8117;15.6.2021;24;32;42;18;35;10;51;21;25;59;48;7;74;16;31;43;76;54;4;80;79
8118;16.6.2021;24;26;7;65;18;30;77;57;66;78;29;6;76;17;13;28;49;36;3;62;48
8119;17.6.2021;24;74;19;51;25;12;32;68;15;41;60;54;64;1;47;49;70;75;6;72;7
8120;18.6.2021;24;40;2;49;13;9;20;50;17;52;33;75;27;71;3;72;12;58;15;18;69
8121;19.6.2021;24;45;38;33;3;28;80;48;10;36;59;23;60;58;34;61;7;26;5;62;68
8122;20.6.2021;24;69;34;44;6;52;54;15;45;23;51;3;31;74;41;72;76;79;22;27;33
8123;21.6.2021;25;30;4;76;26;6;52;59;67;57;34;47;3;32;10;49;80;39;58;50;42
8124;22.6.2021;25;68;11;20;35;71;62;23;32;58;42;31;60;38;55;56;13;65;3;22;16
8125;23.6.2021;25;15;63;57;72;23;26;60;62;56;19;78;18;73;80;30;44;5;55;2;42
8126;24.6.2021;25;47;9;37;27;3;50;55;63;32;20;56;52;29;6;12;42;69;73;65;34
8127;25.6.2021;25;48;56;62;6;39;22;52;77;21;65;15;1;43;30;58;60;14;59;53;5
8128;26.6.2021;25;9;6;69;43;31;23;29;14;27;2;7;36;77;16;10;35;79;65;18;53
8129;27.6.2021;25;37;67;21;71;14;63;66;30;64;28;24;70;78;68;77;35;57;9;65;39
8130;28.6.2021;26;62;60;18;25;20;13;32;21;23;39;15;65;61;29;40;11;53;78;31;27
8131;29.6.2021;26;80;67;54;7;28;41;16;32;13;78;48;37;14;73;61;38;5;52;63;50
8132;30.6.2021;26;6;75;60;2;30;20;54;19;15;1;25;52;64;5;76;69;29;47;18;23
8133;1.7.2021;26;39;73;1;20;47;33;49;8;72;11;51;57;26;25;71;42;69;32;53;14
8134;2.7.2021;26;67;17;30;40;63;12;19;8;34;70;54;11;46;24;64;50;18;61;72;76
8135;3.7.2021;26;79;23;52;62;69;34;43;2;32;27;67;15;12;14;26;18;78;17;4;66
8136;4.7.2021;26;27;28;78;65;40;51;32;17;26;39;23;18;49;1;42;8;75;66;64;48
8137;5.7.2021;27;47;73;58;3;35;42;33;22;49;34;18;54;60;23;5;29;28;44;15;57
8138;6.7.2021;27;66;37;17;10;68;73;18;13;75;20;32;44;29;64;30;54;57;34;76;71
8139;7.7.2021;27;53;79;21;18;16;40;29;66;68;37;4;5;72;71;9;67;69;32;51;70
8140;8.7.2021;27;49;11;55;52;41;24;46;7;6;43;79;76;51;65;3;80;23;35;18;66
8141;9.7.2021;27;5;40;15;53;34;12;73;23;64;21;3;39;66;7;60;52;8;47;56;25
8142;10.7.2021;27;47;29;80;24;60;35;65;44;30;12;28;43;31;52;18;13;32;21;42;6
8143;11.7.2021;27;3;65;4;23;49;6;27;31;75;53;33;29;68;46;61;21;20;2;51;72
8144;12.7.2021;28;12;7;32;79;1;4;41;34;39;61;50;43;27;66;80;63;36;21;26;49
8145;13.7.2021;28;64;1;5;42;72;38;78;30;24;41;15;73;4;71;18;56;66;19;58;80
8146;14.7.2021;28;34;60;80;68;15;17;24;4;5;58;6;11;2;8;63;13;41;46;50;12
8147;15.7.2021;28;13;2;24;21;41;45;50;29;79;49;9;5;52;75;74;60;17;65;3;68
8148;16.7.2021;28;68;56;66;65;35;11;69;18;73;12;32;19;17;27;33;64;78;2;20;44
8149;17.7.2021;28;51;78;6;35;38;67;18;40;79;9;59;34;56;62;76;45;80;3;19;8
8150;18.7.2021;28;31;34;77;2;78;71;61;36;22;11;55;26;48;25;28;9;16;20;67;12
8151;19.7.2021;29;69;1;38;48;39;51;22;72;30;8;63;49;73;45;79;20;52;9;47;70
8152;20.7.2021;29;61;32;13;42;38;19;12;70;4;59;22;50;29;25;60;40;33;72;52;41
8153;21.7.2021;29;27;74;78;15;66;53;44;31;76;13;38;40;36;67;26;68;32;22;77;1
8154;22.7.2021;29;76;50;24;31;43;62;9;37;14;28;11;39;17;65;2;69;18;73;5;10
8155;23.7.2021;29;47;76;36;58;33;24;25;16;17;64;39;60;34;50;61;3;42;26;27;66
8156;24.7.2021;29;50;34;16;57;6;42;41;29;1;20;55;61;13;7;80;23;49;9;18;51
8157;25.7.2021;29;8;21;76;18;67;46;69;50;6;39;9;32;36;4;35;43;15;53;34;79
8158;26.7.2021;30;42;46;21;28;2;3;30;25;36;6;62;43;14;41;38;73;24;29;53;77
8159;27.7.2021;30;71;8;2;70;32;69;65;26;76;35;62;20;57;66;12;39;78;18;24;27
8160;28.7.2021;30;27;13;74;63;6;49;18;69;28;11;75;31;29;26;71;12;24;9;77;43
8161;29.7.2021;30;21;65;57;48;62;59;77;49;22;31;43;72;27;5;79;50;38;41;29;10
8162;30.7.2021;30;16;46;48;20;6;63;15;42;17;65;56;47;61;19;30;34;73;66;24;35
8163;31.7.2021;30;3;26;53;17;7;40;30;4;58;72;1;41;44;11;54;63;59;66;12;78
8164;1.8.2021;30;57;23;77;30;37;80;39;76;36;14;51;6;24;22;64;17;32;1;55;9
8165;2.8.2021;31;11;9;17;62;64;18;79;51;34;75;16;26;33;6;38;78;2;71;1;50
8166;3.8.2021;31;26;23;67;51;2;62;6;9;11;13;80;55;10;73;34;44;64;32;3;76
8167;4.8.2021;31;79;40;59;13;48;4;52;74;73;64;70;27;75;24;47;16;32;63;44;14
8168;5.8.2021;31;76;2;47;63;49;3;73;65;30;26;39;1;75;74;59;43;69;35;11;71
8169;6.8.2021;31;73;27;71;55;72;33;57;74;68;14;19;13;15;32;31;21;6;76;56;44
8170;7.8.2021;31;33;31;16;56;75;38;63;17;5;45;12;7;76;22;40;29;3;48;24;36
8171;8.8.2021;31;24;35;15;67;55;28;38;63;57;70;71;29;48;33;7;27;72;42;53;9
8172;9.8.2021;32;29;6;80;77;3;19;39;47;35;26;61;36;33;79;72;20;22;66;11;4
8173;10.8.2021;32;59;45;63;79;68;75;21;70;47;76;71;30;20;1;8;23;2;4;46;42
8174;11.8.2021;32;71;60;74;23;79;32;36;10;19;46;56;5;64;7;77;44;1;48;67;9
8175;12.8.2021;32;38;64;45;13;72;53;59;46;25;18;21;8;58;47;16;1;34;35;41;6
8176;13.8.2021;32;34;50;16;19;69;20;23;46;3;11;27;12;60;43;77;76;28;56;61;21
8177;14.8.2021;32;57;71;30;64;20;24;28;56;41;29;26;6;54;19;38;51;12;43;48;36
8178;15.8.2021;32;54;17;57;26;29;48;4;24;42;59;77;50;43;73;20;53;58;65;44;76
8179;16.8.2021;33;1;2;13;33;12;24;80;74;22;55;65;17;75;60;42;28;57;20;7;44
8180;17.8.2021;33;29;42;5;52;77;4;3;64;12;30;28;1;49;25;59;15;72;46;56;19
8181;18.8.2021;33;31;55;28;12;56;45;7;68;35;74;48;41;29;15;69;40;75;49;62;25
8182;19.8.2021;33;35;80;78;50;77;72;9;63;4;2;17;27;42;33;6;3;62;22;23;76
8183;20.8.2021;33;64;80;38;57;19;20;61;66;43;59;12;29;14;3;69;75;13;44;50;17
8184;21.8.2021;33;72;25;71;34;36;22;5;10;11;80;57;15;63;30;37;7;44;55;13;48
8185;22.8.2021;33;61;25;7;14;67;38;18;46;17;55;44;16;27;41;72;39;10;70;58;51
8186;23.8.2021;34;11;64;47;27;46;3;55;13;7;65;12;57;59;17;29;45;28;38;52;41
8187;24.8.2021;34;74;73;31;80;9;20;25;29;8;53;32;21;72;19;42;65;68;22;57;76
8188;25.8.2021;34;21;47;50;43;23;58;17;55;36;77;15;61;16;56;29;59;4;45;37;2
8189;26.8.2021;34;42;39;66;36;63;34;33;73;27;29;51;1;64;15;19;57;20;24;76;40
8190;27.8.2021;34;54;27;39;8;67;51;30;61;17;2;37;3;12;78;60;41;22;14;45;70
8191;28.8.2021;34;50;18;21;53;2;20;47;54;40;8;80;60;56;1;11;51;15;14;43;38
8192;29.8.2021;34;42;33;11;10;36;40;65;73;54;22;30;60;45;9;49;18;47;41;61;80
8193;30.8.2021;35;65;28;7;27;24;29;78;25;5;55;50;33;58;44;71;32;62;36;9;67
8194;31.8.2021;35;1;8;75;15;52;34;25;13;27;47;39;18;32;23;63;57;78;14;71;38
8195;1.9.2021;35;17;4;16;59;24;13;66;28;30;57;45;61;67;39;49;62;3;27;80;54
8196;2.9.2021;35;20;15;51;24;36;42;47;54;60;34;65;59;56;55;32;43;21;64;78;41
8197;3.9.2021;35;75;58;25;10;42;35;9;20;47;59;29;19;51;6;31;17;56;80;67;21
8198;4.9.2021;35;56;71;39;5;27;11;35;40;59;55;49;36;30;6;4;60;10;47;20;31
8199;5.9.2021;35;5;14;16;54;8;50;24;18;27;45;46;41;44;2;58;69;4;57;1;43
8200;6.9.2021;36;34;12;78;57;27;67;33;11;72;55;24;6;31;5;79;9;8;3;47;59
8201;7.9.2021;36;65;36;50;48;15;30;78;17;77;34;46;60;4;2;79;40;54;37;19;31
8202;8.9.2021;36;26;5;6;56;21;22;9;36;59;55;20;7;47;38;52;14;49;44;54;34
8203;9.9.2021;36;54;7;40;32;48;31;34;19;23;13;50;20;30;49;60;25;52;6;5;56
8204;10.9.2021;36;78;37;67;3;36;39;70;7;57;15;26;71;33;44;18;31;29;43;66;8
8205;11.9.2021;36;62;60;18;71;3;39;64;51;12;42;37;26;72;50;59;41;56;22;29;69
8206;12.9.2021;36;10;41;56;11;6;46;63;79;62;4;27;34;71;30;21;60;45;53;54;7
8207;13.9.2021;37;3;79;69;26;62;72;39;45;66;64;1;54;40;16;23;14;32;13;67;60
8208;14.9.2021;37;1;49;57;50;32;38;47;14;69;7;18;12;30;67;66;80;24;4;73;61
8209;15.9.2021;37;9;4;8;77;7;76;61;6;70;38;50;43;80;32;15;58;59;1;36;16
8210;16.9.2021;37;61;65;55;15;7;53;63;30;11;33;67;45;40;72;38;5;18;71;21;60
8211;17.9.2021;37;29;9;56;18;67;64;44;79;43;3;78;25;42;36;23;28;6;11;45;5
8212;18.9.2021;37;57;42;28;70;80;43;24;31;1;66;60;14;25;71;77;5;68;13;55;27
8213;19.9.2021;37;31;36;15;9;52;11;32;70;24;38;14;67;8;48;79;5;60;33;2;6
8214;20.9.2021;38;25;47;56;34;27;65;75;21;28;51;61;38;43;6;74;64;72;18;19;30
8215;21.9.2021;38;37;53;34;32;41;28;23;36;42;9;56;21;61;78;33;62;2;39;10;22
8216;22.9.2021;38;72;37;8;45;32;7;63;18;28;41;21;56;24;60;33;35;53;75;71;12
8217;23.9.2021;38;42;4;6;17;43;62;53;59;15;46;11;45;54;18;58;78;65;49;34;74
8218;24.9.2021;38;31;20;10;3;38;13;60;25;54;17;62;30;53;5;50;65;42;19;15;18
8219;25.9.2021;38;4;28;79;39;69;10;12;80;33;17;31;6;60;32;36;56;34;11;55;53
8220;26.9.2021;38;5;49;74;23;32;44;17;61;10;54;79;60;24;26;4;39;13;62;21;30
8221;27.9.2021;39;10;24;29;52;67;8;78;27;69;35;80;64;61;42;79;50;37;47;12;45
8222;28.9.2021;39;47;14;55;2;80;43;54;62;60;75;19;51;24;31;52;53;71;29;37;63
8223;29.9.2021;39;44;14;46;55;25;32;34;77;47;28;16;26;41;17;1;39;76;78;50;31
8224;30.9.2021;39;38;65;25;50;46;24;74;14;69;44;60;21;47;73;42;41;70;71;5;4
8225;1.10.2021;39;24;71;16;26;55;29;78;33;61;68;58;72;34;67;52;73;66;63;22;75
8226;2.10.2021;39;65;20;50;35;48;27;72;10;8;6;43;60;36;62;15;17;74;7;14;57
8227;3.10.2021;39;60;38;12;69;20;73;21;58;57;34;32;67;16;74;65;35;25;14;4;78
8228;4.10.2021;40;3;70;9;24;57;47;45;10;65;68;31;80;52;67;23;29;33;16;15;55
8229;5.10.2021;40;38;12;18;28;22;36;19;50;66;61;34;27;79;23;49;9;62;7;17;56
8230;6.10.2021;40;40;77;33;43;17;56;50;20;44;1;29;9;55;59;27;38;12;72;57;5
8231;7.10.2021;40;11;67;26;60;77;37;6;13;12;32;2;35;73;3;58;10;61;42;28;79
8232;8.10.2021;40;31;33;50;69;3;58;32;79;24;59;2;71;7;40;15;61;18;19;30;16
8233;9.10.2021;40;3;47;31;46;20;53;29;27;52;23;1;43;74;68;72;25;38;12;70;45
8234;10.10.2021;40;67;34;63;38;79;47;59;68;1;11;39;21;61;4;51;33;74;31;52;30
8235;11.10.2021;41;14;23;35;73;79;4;59;42;5;67;55;8;13;65;21;63;54;70;7;77
8236;12.10.2021;41;58;12;40;48;41;11;17;19;6;51;47;68;44;73;76;57;2;27;37;10
8237;13.10.2021;41;39;78;65;50;36;51;28;30;46;59;16;14;1;29;3;73;7;58;11;63
8238;14.10.2021;41;7;2;18;36;80;56;41;29;11;64;67;6;43;51;58;5;23;10;35;65
8239;15.10.2021;41;65;11;44;50;7;43;76;34;19;23;79;1;41;69;3;37;2;46;70;31
8240;16.10.2021;41;29;79;13;71;26;12;9;37;46;77;11;73;64;27;63;70;15;41;40;18
8241;17.10.2021;41;75;2;66;47;32;19;68;11;41;61;24;10;28;8;62;44;1;49;78;35
8242;18.10.2021;42;11;29;69;63;28;17;73;10;18;61;34;72;13;26;12;36;25;8;56;1
8243;19.10.2021;42;10;38;78;44;49;51;14;57;36;68;32;24;3;40;20;34;22;30;46;35
8244;20.10.2021;42;25;22;32;79;8;57;13;75;70;35;34;56;59;41;36;47;46;60;50;69
8245;21.10.2021;42;23;45;25;79;72;41;36;77;19;54;34;73;26;74;67;58;22;6;11;33
8246;22.10.2021;42;27;20;41;39;13;73;49;35;48;68;42;70;67;64;76;8;10;7;16;12
8247;23.10.2021;42;44;61;74;72;12;30;71;67;36;59;26;58;62;57;56;52;34;69;54;9
8248;24.10.2021;42;46;56;33;61;65;77;29;41;11;17;26;73;9;63;5;43;51;80;24;70
8249;25.10.2021;43;53;14;23;32;30;20;3;78;41;19;77;75;6;33;71;4;46;70;26;80
8250;26.10.2021;43;39;36;79;34;66;58;6;29;20;32;63;46;54;40;61;49;25;59;73;31
8251;27.10.2021;43;66;1;38;37;20;30;55;34;16;31;29;48;9;4;47;71;14;42;50;41
8252;28.10.2021;43;17;40;45;64;72;6;12;66;25;23;11;62;30;59;15;50;53;57;70;52
8253;29.10.2021;43;55;27;23;44;8;25;66;43;59;24;56;20;26;7;46;5;29;11;39;79
8254;30.10.2021;43;17;34;78;6;31;7;59;5;75;40;61;57;41;76;38;19;24;12;44;65
8255;31.10.2021;43;78;52;11;5;17;70;50;13;38;49;15;19;76;46;74;66;51;32;54;59
8256;1.11.2021;44;77;66;17;26;5;43;1;9;69;32;11;30;63;45;36;28;41;44;3;50
8257;2.11.2021;44;71;52;50;35;38;21;25;79;27;28;56;17;15;32;2;19;61;20;66;7
8258;3.11.2021;44;33;31;20;47;5;73;78;22;14;19;39;54;43;9;62;1;13;17;51;23
8259;4.11.2021;44;21;35;73;64;27;6;54;71;75;10;25;57;56;18;31;47;50;46;29;19
8260;5.11.2021;44;22;56;12;6;16;38;32;31;69;61;74;40;2;70;33;20;45;43;26;68
8261;6.11.2021;44;21;27;25;79;37;15;59;50;53;36;28;7;60;3;11;17;75;41;34;24
8262;7.11.2021;44;34;60;41;69;70;21;23;7;22;48;56;77;74;63;18;64;4;58;32;3
8263;8.11.2021;45;60;12;73;38;35;75;52;44;3;25;39;67;34;30;79;24;66;69;47;4
8264;9.11.2021;45;48;77;38;32;3;56;34;10;2;51;26;9;23;5;44;69;12;80;58;57
8265;10.11.2021;45;5;68;38;52;73;59;74;32;51;60;66;43;11;39;16;42;12;40;56;49
8266;11.11.2021;45;23;77;33;72;68;54;74;9;48;21;57;2;56;26;5;1;49;3;15;27
8267;12.11.2021;45;26;11;15;30;63;67;31;7;55;24;3;68;80;33;39;10;35;62;5;4
8268;13.11.2021;45;42;12;80;3;21;18;28;67;72;32;64;7;71;54;5;60;25;62;17;68
8269;14.11.2021;45;45;53;12;35;22;66;49;69;52;67;58;50;23;21;16;48;77;1;5;40
8270;15.11.2021;46;55;68;56;44;31;52;35;5;57;29;70;61;18;72;1;30;12;20;14;62
8271;16.11.2021;46;10;14;8;6;48;56;72;70;59;31;5;13;58;19;61;51;62;40;7;78
8272;17.11.2021;46;37;29;67;2;18;53;21;62;7;66;74;80;6;16;75;57;27;17;3;13
8273;18.11.2021;46;47;78;76;67;33;57;17;64;9;60;2;31;59;45;8;32;10;41;4;52
8274;19.11.2021;46;39;75;7;65;70;15;62;29;45;19;55;24;73;41;37;61;51;77;72;71
8275;20.11.2021;46;43;56;73;19;35;3;33;9;30;48;32;51;5;65;46;72;1;79;75;37
8276;21.11.2021;46;6;7;11;69;3;41;9;63;42;1;49;18;12;26;27;77;4;15;56;43
8277;22.11.2021;47;14;75;62;34;28;24;48;29;42;52;15;12;30;26;2;64;70;57;10;44
8278;23.11.2021;47;79;41;49;35;65;14;43;60;68;54;4;58;21;33;25;69;27;8;3;40
8279;24.11.2021;47;59;71;54;55;57;11;5;2;46;74;32;31;72;60;29;12;44;14;38;21
8280;25.11.2021;47;71;33;53;45;14;57;62;36;25;10;1;11;4;15;58;79;74;34;42;26
8281;26.11.2021;47;28;16;80;43;22;41;74;78;14;31;58;63;70;54;32;34;37;9;6;35
8282;27.11.2021;47;57;16;59;46;21;30;8;17;62;50;26;39;14;76;19;47;4;13;48;43
8283;28.11.2021;47;62;2;80;19;73;50;38;56;34;79;49;15;45;52;11;21;24;18;66;67
8284;29.11.2021;48;73;13;27;10;56;21;72;78;4;22;28;52;40;45;38;16;24;61;68;26
8285;30.11.2021;48;80;66;7;57;45;77;64;12;36;59;68;11;35;31;69;6;70;30;44;39
8286;1.12.2021;48;8;12;1;57;19;42;37;68;59;25;2;76;32;9;17;39;24;18;7;52
8287;2.12.2021;48;53;11;32;36;10;49;22;29;23;67;43;19;46;37;38;18;61;77;21;48
8288;3.12.2021;48;13;60;54;33;80;37;78;10;27;18;55;49;40;34;71;7;32;48;2;56
8289;4.12.2021;48;7;35;26;23;54;22;42;78;34;30;57;1;80;72;77;71;41;32;9;62
8290;5.12.2021;48;8;12;38;64;24;71;73;67;26;32;41;72;28;22;6;77;79;56;11;42
8291;6.12.2021;49;20;7;72;38;45;16;24;31;56;10;43;2;77;46;6;41;18;35;69;12
8292;7.12.2021;49;3;57;61;32;62;79;13;33;51;30;63;14;80;55;16;71;15;24;64;35
8293;8.12.2021;49;59;57;27;42;80;4;28;73;51;3;41;54;31;17;48;38;44;43;58;39
8294;9.12.2021;49;2;59;3;18;23;9;29;50;10;43;12;41;21;75;6;28;40;44;22;65
8295;10.12.2021;49;51;63;25;62;53;21;76;20;75;69;4;61;17;34;10;42;58;66;65;16
8296;11.12.2021;49;29;13;45;51;26;19;62;31;63;73;75;41;9;42;46;68;21;30;66;35
8297;12.12.2021;49;48;15;42;54;60;61;74;38;16;68;10;12;35;65;63;71;7;18;28;33
8298;13.12.2021;50;3;73;31;60;54;41;50;67;11;70;12;51;38;8;27;29;76;5;79;9
8299;14.12.2021;50;6;67;61;54;69;40;78;46;31;49;27;1;75;38;63;76;42;19;56;30
8300;15.12.2021;50;6;35;54;80;28;51;8;4;23;78;19;67;61;36;48;60;73;77;33;62
8301;16.12.2021;50;42;46;73;78;15;12;41;57;64;22;60;3;66;37;21;1;29;2;10;5
8302;17.12.2021;50;55;74;12;62;15;19;47;36;13;14;58;7;70;60;22;37;1;80;48;28
8303;18.12.2021;50;68;23;16;5;79;19;15;28;69;73;57;53;34;77;14;12;55;3;6;4
8304;19.12.2021;50;74;69;10;67;14;71;72;11;13;51;43;6;25;77;34;37;55;18;8;63
8305;20.12.2021;51;40;61;56;18;52;54;58;80;28;29;62;36;6;35;65;16;47;9;66;11
8306;21.12.2021;51;75;17;53;57;6;47;30;35;33;28;61;18;1;59;56;38;27;5;37;26
8307;22.12.2021;51;44;63;78;28;74;69;54;18;17;55;29;57;7;61;65;77;6;39;33;23
8308;23.12.2021;51;54;60;19;73;34;75;48;26;64;12;23;6;17;30;69;14;3;58;59;9
8309;26.12.2021;51;37;73;58;74;8;16;50;4;63;71;1;38;31;67;52;47;11;76;54;24
8310;27.12.2021;52;12;26;17;70;67;43;42;58;78;73;38;33;39;79;29;8;80;24;49;60
8311;28.12.2021;52;73;38;20;51;31;46;12;15;27;34;1;24;65;30;58;13;63;79;60;70
8312;29.12.2021;52;72;76;56;26;37;19;48;69;24;44;77;14;33;46;50;3;61;38;18;28
8313;30.12.2021;52;35;49;36;54;34;46;26;25;41;64;1;5;2;38;80;29;52;27;44;61
8314;31.12.2021;52;58;79;66;78;41;57;56;29;70;55;75;77;54;46;65;42;74;38;26;68
8315;1.1.2022;52;13;36;8;23;74;47;63;12;58;55;57;27;45;20;48;79;16;11;68;15
8316;2.1.2022;52;45;19;65;63;54;27;21;28;31;30;77;18;40;8;73;78;32;47;1;61
8317;3.1.2022;1;55;68;50;19;79;4;51;80;6;33;30;72;54;9;34;31;15;48;47;57
8318;4.1.2022;1;5;78;67;58;69;7;43;62;47;77;41;17;80;3;1;61;38;65;48;9
8319;5.1.2022;1;80;18;45;3;21;66;35;50;15;72;73;71;78;44;42;34;25;54;9;28
8320;6.1.2022;1;56;41;35;69;78;60;2;43;44;75;11;8;9;45;28;80;37;7;31;42
8321;7.1.2022;1;26;28;70;4;12;1;48;24;37;68;17;25;74;59;32;18;9;33;31;76
8322;8.1.2022;1;37;22;52;25;41;49;31;16;5;67;63;12;34;29;3;21;72;8;4;50
8323;9.1.2022;1;54;73;27;71;10;46;51;56;19;13;45;57;22;16;31;40;12;18;30;59
8324;10.1.2022;2;28;63;49;47;56;62;9;3;22;2;65;66;79;34;76;67;72;59;39;18
8325;11.1.2022;2;72;71;79;42;3;62;6;43;48;78;69;37;13;70;5;55;45;28;73;30
8326;12.1.2022;2;45;51;78;75;31;42;21;35;34;13;26;67;9;56;23;27;53;54;50;71
8327;13.1.2022;2;28;9;41;5;69;51;16;73;40;34;31;46;65;67;80;77;54;47;52;66
8328;14.1.2022;2;4;39;46;21;53;33;73;74;26;24;10;67;52;17;47;75;32;15;66;11
8329;15.1.2022;2;19;1;45;20;30;56;18;55;60;54;32;70;14;44;36;10;16;64;68;17
8330;16.1.2022;2;4;58;27;19;35;71;33;54;44;73;16;52;65;32;75;69;46;77;74;61
8331;17.1.2022;3;38;66;52;63;72;65;36;57;14;30;21;10;22;77;39;17;79;5;41;1
8332;18.1.2022;3;71;48;50;76;68;10;6;57;20;13;14;79;30;42;1;60;69;11;8;5
8333;19.1.2022;3;77;55;42;22;30;4;9;13;51;25;14;60;10;33;59;57;68;63;80;5
8334;20.1.2022;3;18;33;22;9;45;34;77;63;66;59;61;8;4;37;27;38;39;75;5;56
8335;21.1.2022;3;46;63;59;41;67;37;10;1;35;9;5;33;50;65;11;29;47;7;69;13
8336;22.1.2022;3;5;42;26;6;29;50;37;39;8;23;17;14;12;31;43;34;2;62;60;76
8337;23.1.2022;3;6;8;78;1;37;46;11;74;57;44;53;75;21;10;71;51;35;33;69;64
8338;24.1.2022;4;61;18;24;30;48;22;26;71;73;57;9;11;46;67;77;5;13;6;45;65
8339;25.1.2022;4;7;77;6;45;52;44;27;26;40;31;76;63;36;5;16;19;15;38;49;47
8340;26.1.2022;4;62;22;58;35;56;48;38;80;68;7;25;53;8;20;75;65;40;67;13;3
8341;27.1.2022;4;56;22;49;64;14;77;79;38;62;9;42;3;60;6;1;32;78;2;23;8
8342;28.1.2022;4;72;62;38;47;1;64;66;52;76;39;46;5;73;68;70;57;20;9;78;43
8343;29.1.2022;4;59;12;19;8;11;68;38;44;65;9;35;67;28;79;47;17;45;60;66;50
